id,common_name,smiles_isomeric
ToxinDB,"2,2',3,4,5,5',6-Heptachlorobiphenyl",C1=CC(=C(C=C1Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4,5,6,6'-Heptachlorobiphenyl",C1=CC(=C(C(=C1)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4',5,5',6-Heptachlorobiphenyl",C1=C(C(=CC(=C1Cl)Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4',5,6,6'-Heptachlorobiphenyl",C1=C(C=C(C(=C1Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,3,3',4,4',5,5'-Heptachlorobiphenyl",C1=C(C=C(C(=C1Cl)Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl
ToxinDB,"2,3,3',4,4',5,6-Heptachlorobiphenyl",C1=CC(=C(C=C1C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,3,3',4,4',5',6-Heptachlorobiphenyl",C1=C(C=C(C(=C1Cl)Cl)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl
ToxinDB,"2,3,3',4,5,5',6-Heptachlorobiphenyl",C1=C(C=C(C=C1Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,3,3',4',5,5',6-Heptachlorobiphenyl",C1=C(C=C(C=C1Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',4,4',5,5'-Octachlorobiphenyl",C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',4,4',5,6-Octachlorobiphenyl",C1=CC(=C(C(=C1C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',4,4',5,6'-Octachlorobiphenyl",C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',4,4',6,6'-Octachlorobiphenyl",C1=C(C(=C(C(=C1Cl)Cl)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',4,5,5',6-Octachlorobiphenyl",C1=C(C=C(C(=C1Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',4,5,5',6'-Octachlorobiphenyl",C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',4,5,6,6'-Octachlorobiphenyl",C1=CC(=C(C(=C1Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',4,5',6,6'-Octachlorobiphenyl",C1=C(C(=C(C(=C1Cl)Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',5,5',6,6'-Octachlorobiphenyl",C1=C(C(=C(C(=C1Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4,4',5,5',6-Octachlorobiphenyl",C1=C(C(=CC(=C1Cl)Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,4,4',5,6,6'-Octachlorobiphenyl",C1=C(C=C(C(=C1Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,3,3',4,4',5,5',6-Octachlorobiphenyl",C1=C(C=C(C(=C1Cl)Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',4,4',5,5',6-Nonachlorobiphenyl",C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',4,4',5,6,6'-Nonachlorobiphenyl",C1=C(C(=C(C(=C1Cl)Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl",C1=C(C(=C(C(=C1Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl
ToxinDB,Decachlorobiphenyl,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl
ToxinDB,Aroclor 1210,
ToxinDB,Aroclor 1216,
ToxinDB,Aroclor 1231,
ToxinDB,Aroclor 1250,
ToxinDB,Aroclor 1252,
ToxinDB,Aroclor 1262,
ToxinDB,Aroclor 1268,C1=COC(=C1)C(C(=O)C2=CC=CO2)O
ToxinDB,Methiochlor,
ToxinDB,Chlorbenzylate,
ToxinDB,Acenaphthylene,C1=CC2=C3C(=C1)C=CC3=CC=C2
ToxinDB,Anthracene,C1=CC=C2C=C3C=CC=CC3=CC2=C1
ToxinDB,Benzo[ghi]perylene,C1=CC2=C3C(=C1)C4=CC=CC5=C4C6=C(C=C5)C=CC(=C36)C=C2
ToxinDB,Benzo[j]fluoranthene,C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC5=C4C3=CC=C5
ToxinDB,Coronene,C1=CC2=C3C4=C1C=CC5=C4C6=C(C=C5)C=CC7=C6C3=C(C=C2)C=C7
ToxinDB,Fluorene,C1C2=CC=CC=C2C3=CC=CC=C31
ToxinDB,"Indeno[1,2,3-cd]pyrene",C1=CC=C2C(=C1)C3=C4C2=CC5=CC=CC6=C5C4=C(C=C6)C=C3
ToxinDB,Tetracene,C1=CC=C2C=C3C=C4C=CC=CC4=CC3=CC2=C1
ToxinDB,1-Methylnaphthalene,CC1=CC=CC2=CC=CC=C12
ToxinDB,Pentacene,C1=CC=C2C=C3C=C4C=C5C=CC=CC5=CC4=CC3=CC2=C1
ToxinDB,Triphenylene,C1=CC=C2C(=C1)C3=CC=CC=C3C4=CC=CC=C24
ToxinDB,Ovalene,C1=CC2=C3C4=C1C=CC5=CC6=C7C8=C(C=CC9=C8C1=C(C=C9)C=C(C3=C1C7=C54)C=C2)C=C6
ToxinDB,Anthanthrene,C1=CC2=C3C(=C1)C=C4C=CC5=C6C4=C3C(=CC6=CC=C5)C=C2
ToxinDB,Acridine,C1=CC=C2C(=C1)C=C3C=CC=CC3=N2
ToxinDB,Quinoline,C1=CC=C2C(=C1)C=CC=N2
ToxinDB,Azulene,C1=CC=C2C=CC=C2C=C1
ToxinDB,Picene,C1=CC=C2C(=C1)C=CC3=C2C=CC4=C3C=CC5=CC=CC=C54
ToxinDB,Bisphenol A,
ToxinDB,Basic beryllium acetate,
ToxinDB,Beryllium acetate,
ToxinDB,Beryllium bromide,
ToxinDB,Beryllium carbonate,
ToxinDB,Beryllium chloride,
ToxinDB,Beryllium copper,
ToxinDB,Beryllium fluoride,
ToxinDB,Beryllium hydride,
ToxinDB,Beryllium hydroxide,
ToxinDB,Beryllium iodide,
ToxinDB,Beryllium oxide,
ToxinDB,Beryllium telluride,
ToxinDB,Beryllium phosphate,
ToxinDB,Beryllium nitrate,
ToxinDB,Beryllium sulfate,
ToxinDB,Cobalt(II) acetate,
ToxinDB,Cobalt(III) acetate,
ToxinDB,Cobalt(II) carbonate,
ToxinDB,Cobalt(II) bromide,
ToxinDB,Cobalt(II) chloride,
ToxinDB,Cobalt(II) fluoride,
ToxinDB,Cobalt(II) iodide,
ToxinDB,Cobalt(II) hydroxide,
ToxinDB,Cobalt(II) naphthenate,
ToxinDB,Cobalt(II) mesoporphyrin,
ToxinDB,Cobalt(II) nitrate,
ToxinDB,Cobalt(II) oxide,
ToxinDB,Cobalt(III) oxide,
ToxinDB,"Cobalt(II, III) oxide",
ToxinDB,Cobalt(II) sulfate,
ToxinDB,Cobalt(III) fluoride,
ToxinDB,Cobaltocene,
ToxinDB,Cobamamide,
ToxinDB,Cyanocobalamin,[Co+3].[C-]#N.C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@H]2[N-]\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]1CCC(N)=O)O[P@](O)(=O)O[C@H]1[C@H](CO)O[C@@H]([C@@H]1O)N1C=NC2=C1C=C(
ToxinDB,Dicobalt edetate,
ToxinDB,Dicobalt octacarbonyl,
ToxinDB,Hexamminecobalt(III) chloride,
ToxinDB,Hydroxocobalamin,O.[Co++].C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@H]2[N-]\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]1CCC(N)=O)O[P@]([O-])(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N1C=NC2=C1C=C(
ToxinDB,Lithium cobalt oxide,
ToxinDB,Methylcobalamin,
ToxinDB,Salcomine,
ToxinDB,Sodium cobaltinitrite,
ToxinDB,Tris(ethylenediamine)cobalt(III) chloride,
ToxinDB,Bis(cyclooctadiene)nickel(0),
ToxinDB,Nickel acetate,
ToxinDB,Nickel ammonium sulfate hexahydrate,
ToxinDB,Nickel carbonate,
ToxinDB,Nickel chloride,
ToxinDB,Nickel chromate,
ToxinDB,Nickel cyanide,
ToxinDB,Nickel tetracarbonyl,
ToxinDB,Nickel bromide,
ToxinDB,Nickel fluoride,
ToxinDB,Nickel hydroxide,
ToxinDB,Nickel iodide,
ToxinDB,Nickel nitrate,
ToxinDB,Nickel oxide,
ToxinDB,Nickel sulfate,
ToxinDB,Nickel subsulfide,
ToxinDB,Nickel sulfamate,
ToxinDB,Ammonium dichromate,
ToxinDB,Barium chromate,
ToxinDB,Caesium chromate,
ToxinDB,Calcium chromate dihydrate,
ToxinDB,Iron(III) chromate,
ToxinDB,Potassium chromate,
ToxinDB,Potassium dichromate,
ToxinDB,Pyridinium chlorochromate,
ToxinDB,Pyridinium dichromate,
ToxinDB,Silver chromate,
ToxinDB,Sodium chromate,
ToxinDB,Sodium dichromate,
ToxinDB,Strontium chromate,
ToxinDB,Zinc chromate,
ToxinDB,Ammonium chromate,
ToxinDB,Lithuim chromate,
ToxinDB,Zinc dichromate,
ToxinDB,Lead chromate oxide,
ToxinDB,Zinc potassium chromate,
ToxinDB,Zinc chromate hydroxide,
ToxinDB,Zinc acetate,
ToxinDB,Zinc antimonide,
ToxinDB,Zinc arsenide,
ToxinDB,Zinc bromide,
ToxinDB,Zinc chlorate,
ToxinDB,Zinc carbonate,
ToxinDB,Zinc chloride,
ToxinDB,Zinc cyanide,
ToxinDB,Zinc fluoride,
ToxinDB,Zinc gluconate,
ToxinDB,Zinc hydride,
ToxinDB,Zinc hydroxide,
ToxinDB,Zinc hydrosulfite,
ToxinDB,Zinc iodide,
ToxinDB,Zinc molybdate,
ToxinDB,Zinc nitrate,
ToxinDB,Zinc oxide,
ToxinDB,Zinc peroxide,
ToxinDB,Zinc phosphate,
ToxinDB,Zinc phosphide,
ToxinDB,Zinc pyrithione,
ToxinDB,Zinc pyrophosphate,
ToxinDB,Zinc selenide,
ToxinDB,Zinc stearate,
ToxinDB,Zinc sulfate,
ToxinDB,Zinc sulfide,
ToxinDB,Zinc thiocyanate,
ToxinDB,Zinc silicofluoride,
ToxinDB,Diethylzinc,
ToxinDB,Dimethylzinc,
ToxinDB,Copper(I) cyanide,
ToxinDB,Cyanogen,
ToxinDB,Cyanogen bromide,
ToxinDB,Cyanogen chloride,
ToxinDB,Cyanogen iodide,
ToxinDB,Calcium cyanide,
ToxinDB,Ammonium thiocyanate,
ToxinDB,Potassium cyanide,
ToxinDB,Potassium ferricyanide,
ToxinDB,Potassium ferrocyanide,
ToxinDB,Potassium silver cyanide,
ToxinDB,Silver cyanide,
ToxinDB,Sodium cyanide,
ToxinDB,Sodium ferrocyanide,
ToxinDB,Sodium nitroprusside,
ToxinDB,Trimethylsilyl cyanide,
ToxinDB,Ethanol,CCO
ToxinDB,Methanol,
ToxinDB,Ethylene glycol ,
ToxinDB,Potassium cyanate,
ToxinDB,Isocyanic acid,
ToxinDB,Allyl isothiocyanate,
ToxinDB,Methyl isothiocyanate,
ToxinDB,Phenyl isothiocyanate,
ToxinDB,"1,3-Dinitrobenzene",
ToxinDB,"1,3,5-Trichlorobenzene",
ToxinDB,Guanidinium thiocyanate,
ToxinDB,Lead thiocyanate,
ToxinDB,Potassium thiocyanate,
ToxinDB,Sodium thiocyanate,
ToxinDB,Thiocyanic acid,
ToxinDB,Cyanuric acid,
ToxinDB,Uranium-238,
ToxinDB,Crocidolite Asbestos,
ToxinDB,Tremolite Asbestos,
ToxinDB,Actinolite Asbestos,
ToxinDB,Anthophyllite Asbestos,
ToxinDB,Tin,
ToxinDB,Imidacloprid,
ToxinDB,Fipronil,
ToxinDB,Nicotine,CN1CCC[C@@H]1C1=CN=CC=C1
ToxinDB,Rotenone,
ToxinDB,Dichlorprop,
ToxinDB,"2,4-Dichlorophenoxybutyric acid",
ToxinDB,"2,4,5-Trichlorophenoxyacetic acid",
ToxinDB,2-Methyl-4-chlorophenoxyacetic acid,
ToxinDB,4-(4-Chloro-2-methylphenoxy)butanoic acid,
ToxinDB,Methylchlorophenoxypropionic acid,
ToxinDB,Dicamba,
ToxinDB,Paraquat,
ToxinDB,Alachlor,
ToxinDB,Acetochlor,
ToxinDB,Glufosinate,
ToxinDB,Amygdalin,
ToxinDB,Angelicin,
ToxinDB,Isobergapten,
ToxinDB,Sphondin,
ToxinDB,Heratomin,
ToxinDB,Pimpinellin,
ToxinDB,Psoralen,
ToxinDB,Isoimperatorin,
ToxinDB,Bergamottin,
ToxinDB,Xanthotoxin,
ToxinDB,Imperatorin,
ToxinDB,"6,7-Dihydroxybergamottin",
ToxinDB,Isopimpinelin,
ToxinDB,8-Hydroxybergapten,
ToxinDB,Phellopterin,
ToxinDB,Mirex,
ToxinDB,Oxalic Acid,
ToxinDB,Linamarin,
ToxinDB,Lotaustralin,
ToxinDB,"Xylene, meta-",
ToxinDB,"Xylene, ortho-",
ToxinDB,4-Chlorophenol,
ToxinDB,"2,3,5,6-Tetrachlorophenol",
ToxinDB,Antimony pentasulfide,
ToxinDB,Antimony pentoxide,
ToxinDB,Antimony potassium tartate,
ToxinDB,Antimony trichloride,
ToxinDB,Antimony trioxide,
ToxinDB,Antimony trisulfide,
ToxinDB,Stibine,
ToxinDB,Antimony pentachloride,
ToxinDB,Pendimethalin,
ToxinDB,"2,3,5-Trimethylphenyl methylcarbamate",
ToxinDB,"2,3-Dichlorobenzyl methylcarbamate",
ToxinDB,"2,4-Dimethyl-1,3-dithiolane-2-carboxaldehyde O-(methylcarbamoyl)oxime",
ToxinDB,"2-Chloro-4,5-xylyl N-hydroxy-N-methylcarbamate",
ToxinDB,2-Cyclopentylphenyl methylcarbamate,
ToxinDB,2-Hydroxyphenyl methylcarbamate,
ToxinDB,3-(4-Chlorophenyl)-1-(4-chlorophenylcarbamoyl)-2-pyrazoline,
ToxinDB,"3,4-Dichlorobenzyl methylcarbamate",
ToxinDB,"3,5-Diisopropylphenyl methylcarbamate",
ToxinDB,"3,5-Xylyl methylcarbamate",
ToxinDB,3-Hydroxycarbofuran,
ToxinDB,3-Iodo-2-propynyl butyl carbamate,
ToxinDB,3-Ketocarbofuran,
ToxinDB,3-tert-Butylphenyl sec-butylcarbamate,
ToxinDB,"4-(Methylamino)-3,5-xylyl methylcarbamate",
ToxinDB,4-(Methylthio)-m-tolyl methylcarbamate,
ToxinDB,"4-Amino-3,5-xylyl methylcarbamate",
ToxinDB,4-Chlorophenyl-N-methylcarbamate,
ToxinDB,4-Ethylthiophenyl methylcarbamate,
ToxinDB,"4-Methylformamido-3,5-xylyl methylcarbamate",
ToxinDB,"5,6,7,8-Tetrahydro-1-naphthyl methylcarbamate",
ToxinDB,"6-Chloro-3,4-xylyl methylcarbamate",
ToxinDB,6-Methyl-2-propyl-4-pyrimidinyl dimethylcarbamate,
ToxinDB,Alanycarb,
ToxinDB,Alcamate,
ToxinDB,Aldicarb sulfoxide,
ToxinDB,Aldicarb,
ToxinDB,Aldoxycarb,
ToxinDB,Allyxycarb,
ToxinDB,Aminocarb,
ToxinDB,Asulam,
ToxinDB,"Asulam, sodium salt",
ToxinDB,Barban,
ToxinDB,Bendiocarb,
ToxinDB,Benfuracarb,
ToxinDB,Benomyl,
ToxinDB,Benthiavalicarb,
ToxinDB,Benthiavalicarb-isopropyl,
ToxinDB,Betamix,
ToxinDB,"Biscarbofuran N,N'-disulfide",
ToxinDB,Bufencarb,
ToxinDB,Bufencarb-1,
ToxinDB,Bufencarb-2,
ToxinDB,Butacarb,
ToxinDB,Butocarboxim,
ToxinDB,Butoxycarboxim,
ToxinDB,Carbanolate,
ToxinDB,Carbaril,
ToxinDB,Carbasulam,
ToxinDB,Carbendazim,
ToxinDB,Carbetamide,
ToxinDB,Carbofuran,
ToxinDB,Carbosulfan,
ToxinDB,Carboxazole,
ToxinDB,Chlorbufam,
ToxinDB,Chlorprocarb,
ToxinDB,Chlorpropham,
ToxinDB,Cloethocarb,
ToxinDB,Cycloate,
ToxinDB,Cypendazole,
ToxinDB,Debacarb,
ToxinDB,Decarbofuran,
ToxinDB,Desmedipham,
ToxinDB,Di-allate,
ToxinDB,Dichlormate,
ToxinDB,Dicresyl,
ToxinDB,Diethofencarb,
ToxinDB,Dimetan,
ToxinDB,Dimetilan,
ToxinDB,Dioxacarb,
ToxinDB,Dipropylcarbamothioic acid S-ethyl ester,
ToxinDB,Ethiofencarb,
ToxinDB,Ethylene thiuram monosulfide,
ToxinDB,Fenasulam,
ToxinDB,Fenethacarb,
ToxinDB,Fenobucarb,
ToxinDB,Fenoxycarb,
ToxinDB,Formetanate,
ToxinDB,Formetanate hydrochloride,
ToxinDB,Formparanate,
ToxinDB,Fosamine,
ToxinDB,Furathiocarb,
ToxinDB,Hyquincarb,
ToxinDB,Isolan,
ToxinDB,Isoprocarb,
ToxinDB,Karbutilate,
ToxinDB,m-Cumenyl methylcarbamate,
ToxinDB,Mecarbinzid,
ToxinDB,Methiocarb,
ToxinDB,Methiocarb sulfone,
ToxinDB,Methiocarb sulfoxide,
ToxinDB,Methomyl,
ToxinDB,Metolcarb,
ToxinDB,Mexacarbate,
ToxinDB,Mobam,
ToxinDB,Molinate,
ToxinDB,Nitrilacarb,
ToxinDB,o-(2-Propynyloxy)phenyl methylcarbamate,
ToxinDB,Oms 22,
ToxinDB,Oxamyl,
ToxinDB,Pebulate,
ToxinDB,Phenmedipham,
ToxinDB,Pirimicarb,
ToxinDB,Potassium asulam,
ToxinDB,Primor,
ToxinDB,Promacyl,
ToxinDB,Promecarb,
ToxinDB,Propamocarb hydrochloride,
ToxinDB,Propamocarb,
ToxinDB,Propham,
ToxinDB,Propoxur,
ToxinDB,Proximphan,
ToxinDB,Pyrolan,
ToxinDB,Sulfallate,
ToxinDB,Sulfocarbathione,
ToxinDB,Swep,
ToxinDB,Tazimcarb,
ToxinDB,Terbucarb,
ToxinDB,Thiobencarb,
ToxinDB,Thiocarboxime,
ToxinDB,Thiodicarb,
ToxinDB,Thiofanox,
ToxinDB,Tillam sulfoxide,
ToxinDB,Tiocarbazil,
ToxinDB,Triallate,
ToxinDB,Trimethacarb,
ToxinDB,Vernolate,
ToxinDB,Xylylcarb,
ToxinDB,Telodrin,
ToxinDB,Isodrin,
ToxinDB,Allethrin,
ToxinDB,Cismethrin,
ToxinDB,Phenothrin,
ToxinDB,Resmethrin,
ToxinDB,Tetramethrin,
ToxinDB,Acrinathrin,
ToxinDB,Cycloprothrin,
ToxinDB,Cyfluthrin,
ToxinDB,Cyhalothrin,
ToxinDB,Cyphenothrin,
ToxinDB,Cypermethrin,
ToxinDB,Deltamethrin,
ToxinDB,Esfenvalerate,
ToxinDB,Fenvalerate,
ToxinDB,Fluvalinate,
ToxinDB,Ivermectin,
ToxinDB,Avermectin B1a,
ToxinDB,Avermectin B1b,
ToxinDB,Emamectin B1a,
ToxinDB,Emamectin B1b,
ToxinDB,2-[(2E)-2-(Nitromethylidene)pyrrolidin-1-yl]acetonitrile,
ToxinDB,2-(Nitromethylene)imidazolidine,
ToxinDB,(2Z)-1-Methyl-2-(nitromethylidene)pyrrolidine,
ToxinDB,2-Nitromethylene-azepane,
ToxinDB,2-Nitromethylene-piperidine,
ToxinDB,Nitro-methylene-cyclopentane,
ToxinDB,"(2E)-3-Benzyl-2-(nitromethylidene)-1,3-thiazolidine",
ToxinDB,Nitromethylidenecyclohexane,
ToxinDB,"Thiazolidine, 2-(nitromethylene)",
ToxinDB,"(4E)-4-(Nitromethylidene)-1,2,3,5-tetrahydro-3-benzazepine",
ToxinDB,"(2E)-2-(Nitromethylidene)-1,3-thiazinane",
ToxinDB,"2-(Nitromethylidene)-1,3-thiazolidine",
ToxinDB,"(2Z)-2-(Nitromethylidene)-1,3-thiazolidine",
ToxinDB,(2Z)-1-Ethyl-2-(nitromethylidene)pyrrolidine,
ToxinDB,(2E)-2-(Nitromethylidene)-1-prop-2-enylpyrrolidine,
ToxinDB,(2Z)-1-Benzyl-2-(nitromethylidene)pyrrolidine,
ToxinDB,2-[(2E)-2-(Nitromethylene)hydrazino]naphthalene,
ToxinDB,(2E)-1-Methyl-2-(nitromethylidene)pyrrolidine,
ToxinDB,2-[2-(Nitromethylidene)pyrrolidin-1-yl]acetonitrile,
ToxinDB,[2-(Nitromethylene)-1-pyrrolidinyl]acetonitrile,
ToxinDB,"1-(4,5-Dihydro-1H-imidazol-2-ylmethyl)-2,3,4,5-tetrahydro-1-benzazepine",
ToxinDB,"(3Z)-2-Ethyl-3-(nitromethylidene)-3a,4,5,6,7,7a-hexahydro-1H-isoindole",
ToxinDB,3-[(2E)-2-(Nitromethylidene)hydrazinyl]benzoic acid,
ToxinDB,"(2Z)-2-(Nitromethylidene)-3-phenyl-1,3-thiazolidin-4-one",
ToxinDB,1-(Cyclopropylmethyl)-2-(nitromethylidene)pyrrolidine,
ToxinDB,3-Chloro-4-fluoro-N-[(E)-nitromethylideneamino]aniline,
ToxinDB,4-[(2E)-2-(Nitromethylidene)hydrazinyl]benzenesulfonamide,
ToxinDB,"2,3-Dimethyl-N-[(E)-nitromethylideneamino]aniline",
ToxinDB,(3E)-3-[Naphthalen-1-yl(nitro)methylidene]-2-benzofuran-1-one,
ToxinDB,(3E)-3-[(4-Chlorophenyl)-nitromethylidene]-2-benzofuran-1-one,
ToxinDB,"(2Z)-3-(4-Methoxyphenyl)-2-(nitromethylidene)-1,3-thiazolidin-4-one",
ToxinDB,Methyl (5Z)-3-amino-5-(nitromethylidene)dithiole-4-carboxylate,
ToxinDB,"2,5-Bis[(2E)-2-(nitromethylidene)pyrrolidin-1-yl]benzene-1,4-diol",
ToxinDB,"(11E)-11-(Nitromethylidene)-[1]benzofuro[3,2-b]chromene",
ToxinDB,2-Chloro-5-[[2-(nitromethylidene)imidazolidin-1-yl]methyl]pyridine,
ToxinDB,"N-[(E)-Nitromethylideneamino]-2-[5-(trifluoromethyl)-1,2,4-oxadiazol-3-yl]aniline",
ToxinDB,2-Chloro-5-[[(2E)-2-(nitromethylidene)imidazolidin-1-yl]methyl]pyridine,
ToxinDB,(2E)-3-Methyl-2-(nitromethylidene)imidazole-1-carboximidamide,
ToxinDB,"(2Z)-2-(Mitromethylidene)-3-[4-(trifluoromethoxy)phenyl]-1, 3-thiazolidin-4-one",
ToxinDB,"1-[(6-Chloropyridin-3-yl)methyl]-2-(nitromethylidene)-1,3-diazinane",
ToxinDB,(E)-N-[2-[[5-(Dimethylaminomethyl)furan-2-yl]methylsulfanyl]ethyl]-1-(4-methylpiperazin-1-yl)-2-nitroethenamine,
ToxinDB,Amidochlor,
ToxinDB,Butachlor,
ToxinDB,Metalaxyl,
ToxinDB,Metolachlor,
ToxinDB,Propachlor,
ToxinDB,Aluminium barium titanium oxide,
ToxinDB,Barium acetate,
ToxinDB,Barium azide,
ToxinDB,Barium bromate,
ToxinDB,Barium bromide,
ToxinDB,Barium bromide dihydrate,
ToxinDB,Barium cadmium stearate,
ToxinDB,Barium calcium titanium oxide,
ToxinDB,Barium carbonate,
ToxinDB,Barium chlorate,
ToxinDB,Barium chloride,
ToxinDB,Barium chloride dihydrate,
ToxinDB,Barium cyanide,
ToxinDB,Barium ferrate,
ToxinDB,Barium ferrite,
ToxinDB,Barium fluoborate,
ToxinDB,Barium fluoride,
ToxinDB,Barium hydroxide,
ToxinDB,Barium hydroxide monohydrate,
ToxinDB,Barium hydroxide octahydrate,
ToxinDB,Barium hypochlorite,
ToxinDB,Barium iodide,
ToxinDB,Barium iodide dihydrate,
ToxinDB,Barium iron oxide,
ToxinDB,Barium nitrate,
ToxinDB,Barium oxalate,
ToxinDB,Barium oxide,
ToxinDB,Barium perchlorate,
ToxinDB,Barium permanganate,
ToxinDB,Barium peroxide,
ToxinDB,Barium silicofluoride,
ToxinDB,Barium sulfate,
ToxinDB,Barium sulfide,
ToxinDB,Barium titanate,
ToxinDB,Barium zirconium oxide,
ToxinDB,Yttrium barium copper oxide,
ToxinDB,Manganese chloride,
ToxinDB,Manganese chloride dihydrate,
ToxinDB,Manganese chloride tetrahydrate,
ToxinDB,Manganese sulfate,
ToxinDB,Manganese sulfate monohydrate,
ToxinDB,Manganese sulfate tetrahydrate,
ToxinDB,"Manganese(II,III) oxide",
ToxinDB,Manganese dioxide,
ToxinDB,Potassium permanganate,
ToxinDB,Mangafodipir,
ToxinDB,Methylcyclopentadienyl manganese tricarbonyl,
ToxinDB,Manganese(II) oxide,
ToxinDB,Dimanganese decacarbonyl,
ToxinDB,Manganese diselenide,
ToxinDB,Manganese heptaoxide,
ToxinDB,Manganese bromide,
ToxinDB,Manganese bromide tetrahydrate,
ToxinDB,Manganese carbonate,
ToxinDB,Manganese fluoride,
ToxinDB,Manganese phthalocyanine,
ToxinDB,Manganese sulfide,
ToxinDB,Manganese triacetate,
ToxinDB,Manganese trifluoride,
ToxinDB,Manganese(III) oxide,
ToxinDB,Potassium manganate,
ToxinDB,Ammonium permanganate,
ToxinDB,Calcium permanganate,
ToxinDB,Sodium permanganate,
ToxinDB,Zinc permanganate,
ToxinDB,Manganese gluconate,
ToxinDB,Manganous acetate,
ToxinDB,Manganese citrate,
ToxinDB,Ammonium diuranate,
ToxinDB,Sodium uranate,
ToxinDB,Triuranium octaoxide,
ToxinDB,Uranium dioxide,
ToxinDB,Uranium hexafluoride,
ToxinDB,Uranium pentachloride,
ToxinDB,Uranium peroxide,
ToxinDB,Uranium tetrachloride,
ToxinDB,Uranium pentafluoride,
ToxinDB,Uranium trioxide,
ToxinDB,Uranyl fluoride,
ToxinDB,Uranyl nitrate hexahydrate,
ToxinDB,Uranium boride,
ToxinDB,Uranium carbide,
ToxinDB,Uranium nitride,
ToxinDB,Uranium chloride,
ToxinDB,Uranocene,
ToxinDB,Uranyl acetate,
ToxinDB,Uranyl acetate dihydrate,
ToxinDB,Uranyl chloride,
ToxinDB,Uranyl formate,
ToxinDB,Uranyl nitrate,
ToxinDB,Uranyl sulfate,
ToxinDB,Uranyl zinc acetate,
ToxinDB,Stryker's reagent,
